source,target,weight,avg_streams,country_code,year
k-pop,pop rap,2,769915.0,br,2019
country rap,k-pop,2,769915.0,br,2019
pop,techno,2,1237478.0,br,2019
dance,tropical house,2,12233755.0,br,2019
pop,pop house,2,10132124.5,br,2019
electropop,hip hop,2,1429812.5,br,2019
pop rap,tropical,2,3467922.5,br,2019
electropop,latin,2,2310135.0,br,2019
electropop,reggaeton,2,2310135.0,br,2019
brega,brega funk,2,4997443.0,br,2019
pop,pop rock,2,33318890.5,br,2019
brega funk,sertanejo,2,53225955.0,br,2019
brega funk,pagode baiano,2,15905744.0,br,2019
rock,trap,2,19044818.0,br,2019
dance pop,k-pop,2,3758682.5,br,2019
electropop,k-pop,2,3758682.5,br,2019
indie,mpb,2,26711666.0,br,2019
folk,rock,2,14955371.5,br,2019
afrofuturism,r&b,2,1501910.5,br,2019
afrofuturism,rap,2,1501910.5,br,2019
pop,urban contemporary,2,2508842.0,br,2019
afrofuturism,dance pop,2,2508842.0,br,2019
afrofuturism,pop rap,2,2508842.0,br,2019
moombahton,r&b,2,2508842.0,br,2019
dance,r&b,2,1234446.0,br,2019
brazilian funk,other,2,3724139.0,br,2019
mpb,pagode,2,1790866.5,br,2019
axe,pagode,2,1167203.0,br,2019
indie pop,rap,2,549490.0,br,2019
electropop,rap,2,549490.0,br,2019
brega,forro,1,509004.0,br,2019
cubaton,sertanejo,1,735092.0,br,2019
latin,sertanejo,1,735092.0,br,2019
sertanejo,tropical,1,735092.0,br,2019
bachata,pop,1,2094930.0,br,2019
bachata,pagode baiano,1,2094930.0,br,2019
bachata,brazilian funk,1,2094930.0,br,2019
pop,synthpop,1,494811.0,br,2019
electro house,synthpop,1,494811.0,br,2019
dubstep,synthpop,1,494811.0,br,2019
indie pop,pop,1,494811.0,br,2019
electro house,indie pop,1,494811.0,br,2019
dubstep,indie pop,1,494811.0,br,2019
indietronica,pop,1,494811.0,br,2019
electro house,indietronica,1,494811.0,br,2019
dubstep,indietronica,1,494811.0,br,2019
electro house,electropop,1,494811.0,br,2019
dubstep,electropop,1,494811.0,br,2019
samba reggae,sertanejo,1,30481232.0,br,2019
indie,rap,1,19376057.0,br,2019
indie,trap,1,19376057.0,br,2019
dubstep,pagode baiano,1,1607234.0,br,2019
pagode baiano,r&b,1,1607234.0,br,2019
pagode baiano,soul,1,1607234.0,br,2019
dubstep,electro,1,1607234.0,br,2019
dubstep,r&b,1,1607234.0,br,2019
dubstep,soul,1,1607234.0,br,2019
dubstep,hip hop,1,1607234.0,br,2019
dubstep,pop rap,1,1607234.0,br,2019
soul,trap,1,1607234.0,br,2019
deep pop r&b,latin,1,1326960.0,br,2019
deep pop r&b,reggaeton,1,1326960.0,br,2019
deep pop r&b,rap,1,1326960.0,br,2019
latin,video game music,1,1326960.0,br,2019
reggaeton,video game music,1,1326960.0,br,2019
rap,video game music,1,1326960.0,br,2019
k-pop,latin,1,1326960.0,br,2019
k-pop,reggaeton,1,1326960.0,br,2019
k-pop,rap,1,1326960.0,br,2019
deep pop r&b,video game music,1,1326960.0,br,2019
deep pop r&b,k-pop,1,1326960.0,br,2019
k-pop,video game music,1,1326960.0,br,2019
afrofuturism,latin,1,67078507.0,br,2019
afrofuturism,reggaeton,1,67078507.0,br,2019
k-hop,k-pop,1,769915.0,br,2019
k-pop,k-pop,1,769915.0,br,2019
k-hop,pop rap,1,769915.0,br,2019
country rap,k-hop,1,769915.0,br,2019
hip hop,k-hop,1,769915.0,br,2019
r&b,techno,1,1064740.0,br,2019
electro,europop,1,23277170.0,br,2019
europop,tropical house,1,23277170.0,br,2019
electro,pop house,1,19073909.0,br,2019
electro house,pop house,1,19073909.0,br,2019
electropop,other,1,1157317.0,br,2019
soul,tropical house,1,6398013.0,br,2019
house,soul,1,6398013.0,br,2019
dance pop,soul,1,6398013.0,br,2019
dance,soul,1,6398013.0,br,2019
electropop,tropical,1,2310135.0,br,2019
pop rock,rap,1,22215958.0,br,2019
pop rap,pop rock,1,22215958.0,br,2019
latin,tropical house,1,6227849.0,br,2019
indie pop,k-pop,1,7004411.0,br,2019
forro,pagode baiano,1,7796532.0,br,2019
folk,sertanejo,1,31498173.0,br,2019
moombahton,pagode baiano,1,1248493.0,br,2019
brazilian funk,moombahton,1,1248493.0,br,2019
punk,rock,1,1447954.0,br,2019
rock,rock,1,1447954.0,br,2019
new wave,rock,1,1447954.0,br,2019
classic rock,rock,1,1447954.0,br,2019
k-pop,other,1,512954.0,br,2019
k-pop,tropical house,1,512954.0,br,2019
r&b,urban contemporary,1,2508842.0,br,2019
afrofuturism,urban contemporary,1,2508842.0,br,2019
electro,urban contemporary,1,2508842.0,br,2019
electro house,urban contemporary,1,2508842.0,br,2019
tropical house,urban contemporary,1,2508842.0,br,2019
moombahton,urban contemporary,1,2508842.0,br,2019
dance pop,urban contemporary,1,2508842.0,br,2019
pop rap,urban contemporary,1,2508842.0,br,2019
electro house,rap,1,2508842.0,br,2019
rap,tropical house,1,2508842.0,br,2019
moombahton,rap,1,2508842.0,br,2019
hip hop,tropical house,1,2508842.0,br,2019
hip hop,moombahton,1,2508842.0,br,2019
dance pop,moombahton,1,2508842.0,br,2019
pop rap,tropical house,1,2508842.0,br,2019
moombahton,pop rap,1,2508842.0,br,2019
afrofuturism,electro house,1,2508842.0,br,2019
afrofuturism,tropical house,1,2508842.0,br,2019
afrofuturism,moombahton,1,2508842.0,br,2019
dance,house,1,1190340.0,br,2019
dance,dance,1,1190340.0,br,2019
pop house,pop house,1,1190340.0,br,2019
pop house,tropical house,1,1190340.0,br,2019
house,pop house,1,1190340.0,br,2019
dance pop,pop house,1,1190340.0,br,2019
country,pop,1,664268.0,br,2019
r&b,rock,1,2852882.0,br,2019
electro house,sertanejo,1,7196497.0,br,2019
axe,electro,1,8686169.0,br,2019
r&b,sertanejo,1,19282770.0,br,2019
indie r&b,pop,1,513751.0,br,2019
dance pop,deep pop r&b,1,513751.0,br,2019
dance pop,indie r&b,1,513751.0,br,2019
brazilian funk,electropop,1,5043773.0,br,2019
electro,house,1,1052006.0,br,2019
electro house,house,1,1052006.0,br,2019
mpb,trap,1,4422343.0,br,2019
hip hop,mpb,1,4422343.0,br,2019
electropop,tropical house,1,2396301.0,br,2019
electropop,electropop,1,2396301.0,br,2019
other,pop rap,1,921084.0,br,2019
hip hop,other,1,921084.0,br,2019
rap,soul,1,1054422.0,br,2019
afrofuturism,indie,1,494979.0,br,2019
afrofuturism,afrofuturism,1,494979.0,br,2019
electro,indie,1,494979.0,br,2019
bossa nova,pop,1,1103917.0,br,2019
bossa nova,pagode baiano,1,1103917.0,br,2019
bossa nova,brazilian funk,1,1103917.0,br,2019
tropical,tropical,1,569086.0,br,2019
dance pop,techno,1,1410216.0,br,2019
axe,mpb,1,1167203.0,br,2019
axe,axe,1,1167203.0,br,2019
folk,latin,1,496801.0,br,2019
folk,reggaeton,1,496801.0,br,2019
folk,r&b,1,496801.0,br,2019
latin,r&b,1,496801.0,br,2019
r&b,reggaeton,1,496801.0,br,2019
brazilian funk,rock,1,2404505.0,br,2019
dance pop,house,1,970352.0,br,2019
house,tropical house,1,13375761.0,br,2019
pop,reggae,1,11820102.0,br,2019
funk,pop,1,11820102.0,br,2019
pagode baiano,reggae,1,11820102.0,br,2019
funk,pagode baiano,1,11820102.0,br,2019
brazilian funk,reggae,1,11820102.0,br,2019
brazilian funk,funk,1,11820102.0,br,2019
dancehall,pagode baiano,1,4625710.0,br,2019
brazilian funk,dancehall,1,4625710.0,br,2019
dancehall,electro,1,4625710.0,br,2019
dance pop,dancehall,1,4625710.0,br,2019
electro,tropical,1,4625710.0,br,2019
dancehall,reggaeton,1,4625710.0,br,2019
dancehall,hip hop,1,4625710.0,br,2019
dancehall,latin,1,4625710.0,br,2019
dancehall,tropical,1,4625710.0,br,2019
indie pop,pop rap,1,549490.0,br,2019
electropop,pop rap,1,549490.0,br,2019
indie pop,trap,1,549490.0,br,2019
electropop,trap,1,549490.0,br,2019
hip hop,indie pop,1,549490.0,br,2019
electro house,rock,1,44421823.0,br,2019
dubstep,rock,1,44421823.0,br,2019
electro house,pop rock,1,44421823.0,br,2019
dubstep,pop rock,1,44421823.0,br,2019
electro,folk,1,46876347.0,br,2019
brazilian funk,folk,1,46876347.0,br,2019
house,pagode baiano,1,1836138.0,br,2019
brazilian funk,house,1,1836138.0,br,2019
latin,reggae,1,1004167.0,br,2019
reggae,tropical,1,1004167.0,br,2019
reggae,reggaeton,1,1004167.0,br,2019
hip hop,reggae,1,1004167.0,br,2019
hip hop,rap,817,2350793.689189189,ca,2017
pop rap,rap,750,2215212.378995434,ca,2017
rap,trap,735,2455976.984375,ca,2017
hip hop,pop rap,643,2206918.384236453,ca,2017
hip hop,trap,637,2170528.104395604,ca,2017
pop rap,trap,591,2265607.381215469,ca,2017
rap,rap,466,2339534.121827411,ca,2017
hip hop,hip hop,366,1806528.766666666,ca,2017
pop,rap,336,2804900.392265193,ca,2017
pop,pop rap,329,3167137.7142857136,ca,2017
hip hop,pop,321,3011375.26519337,ca,2017
pop rap,pop rap,303,2208457.0303030303,ca,2017
trap,trap,297,1923776.391304348,ca,2017
dance pop,pop,274,3931289.405405405,ca,2017
pop,trap,242,3001484.2539682537,ca,2017
pop,pop,236,3984701.0674157306,ca,2017
dance pop,pop rap,188,3492701.272727273,ca,2017
dance pop,rap,170,3117336.272727273,ca,2017
dance pop,hip hop,163,3150790.4455445544,ca,2017
pop,tropical house,157,3949129.649484536,ca,2017
electro,pop,147,3874523.1,ca,2017
dance pop,trap,128,3362659.013157895,ca,2017
r&b,rap,119,2445513.3243243243,ca,2017
hip hop,r&b,112,2692332.4571428574,ca,2017
pop rap,r&b,104,2747454.28125,ca,2017
dance pop,tropical house,100,4588072.6190476185,ca,2017
r&b,trap,98,2237299.1346153845,ca,2017
electropop,pop,98,3785826.2236842094,ca,2017
pop,r&b,90,3075321.457627118,ca,2017
dance pop,electro,88,4257681.935483871,ca,2017
dance pop,dance pop,81,4737125.081967213,ca,2017
electro house,pop,79,3463982.1746031744,ca,2017
rap,urban contemporary,75,2404799.476190476,ca,2017
hip hop,urban contemporary,71,2905951.5,ca,2017
pop rap,urban contemporary,70,2953775.3846153845,ca,2017
house,pop,67,3093221.851851852,ca,2017
pop,urban contemporary,55,3186242.8947368427,ca,2017
electro,tropical house,55,3001836.833333333,ca,2017
trap,urban contemporary,53,3130834.6071428573,ca,2017
dance pop,electropop,51,4650056.12195122,ca,2017
dance pop,r&b,50,3412120.3571428573,ca,2017
electro,pop rap,47,3953798.514285714,ca,2017
dance,pop,47,3514078.8,ca,2017
electropop,tropical house,47,3813294.8,ca,2017
pop rap,tropical house,46,4132004.060606061,ca,2017
dance pop,electro house,45,4348622.378378378,ca,2017
rap,soul,44,1695094.4285714286,ca,2017
electro,electropop,41,3626296.25,ca,2017
hip hop,soul,39,2289441.851851852,ca,2017
dance pop,house,39,3016080.53125,ca,2017
electro,hip hop,36,3846484.7142857136,ca,2017
electro,rap,36,4443701.25,ca,2017
soul,trap,35,2078562.5909090908,ca,2017
tropical house,tropical house,34,2915245.75,ca,2017
electro house,pop rap,33,3436637.875,ca,2017
indie pop,pop,33,2360574.214285714,ca,2017
hip hop,tropical house,33,3808193.84,ca,2017
dance,dance pop,31,3557470.6086956523,ca,2017
electro house,rap,31,3630097.7619047617,ca,2017
rap,tropical house,31,4695238.1,ca,2017
pop rap,soul,31,2576550.541666666,ca,2017
dance pop,urban contemporary,31,3240620.3181818184,ca,2017
electro,trap,30,3978281.791666666,ca,2017
electropop,pop rap,29,2547101.923076923,ca,2017
house,pop rap,29,3154577.619047619,ca,2017
pop,soul,29,2558503.25,ca,2017
electro house,hip hop,29,3327640.304347826,ca,2017
trap,tropical house,27,4472175.571428572,ca,2017
electro,r&b,25,3909415.72,ca,2017
electro house,trap,25,3619484.142857143,ca,2017
hip hop,house,25,2825495.75,ca,2017
dance,pop rap,24,4222182.1875,ca,2017
house,rap,24,3459218.625,ca,2017
indie pop,tropical house,24,2839889.15,ca,2017
electro,electro,24,2758510.75,ca,2017
r&b,tropical house,23,2822230.0434782607,ca,2017
electropop,rap,22,2846531.8888888885,ca,2017
dance,rap,22,3792879.857142857,ca,2017
other,pop,21,2402599.375,ca,2017
dance,hip hop,21,3367682.1875,ca,2017
electro,electro house,21,2667896.785714286,ca,2017
house,r&b,20,3820989.8,ca,2017
house,tropical house,20,1736119.7647058824,ca,2017
electro,indie pop,20,1800810.8125,ca,2017
electro house,tropical house,20,2322407.1333333333,ca,2017
electropop,indie pop,19,2534678.888888889,ca,2017
house,trap,19,3424869.733333333,ca,2017
r&b,urban contemporary,18,3298823.666666666,ca,2017
electro house,electropop,18,3260184.3529411764,ca,2017
electro house,r&b,18,4199911.888888889,ca,2017
dancehall,pop,17,3220579.25,ca,2017
dance pop,soul,17,3398829.6875,ca,2017
dance pop,indie pop,17,1579255.2666666666,ca,2017
r&b,r&b,16,3183353.9,ca,2017
dance,trap,16,4089301.75,ca,2017
electropop,electropop,16,2453655.6875,ca,2017
electropop,hip hop,15,2555261.6923076925,ca,2017
dance,r&b,14,2728011.1428571427,ca,2017
electropop,house,14,2270647.3571428573,ca,2017
electro,house,14,2303048.090909091,ca,2017
moombahton,pop,13,4176691.5,ca,2017
electro,urban contemporary,13,2534248.8181818184,ca,2017
tropical house,urban contemporary,13,2534248.8181818184,ca,2017
latin,pop,13,7004265.3,ca,2017
electropop,r&b,12,2403774.583333333,ca,2017
indie pop rap,pop,12,1628576.25,ca,2017
country,pop,12,2183587.3,ca,2017
pop rap,rock,12,3621016.0,ca,2017
indietronica,pop,12,1145986.75,ca,2017
rap,rock,12,2172383.714285714,ca,2017
hip hop,rock,12,1396885.6,ca,2017
electropop,trap,12,1360985.3,ca,2017
other,rap,11,1464727.125,ca,2017
dance,tropical house,11,3617304.1,ca,2017
pop,rock,11,1680947.875,ca,2017
electro house,indie pop,10,1508840.0,ca,2017
house,indie pop,10,837238.3333333335,ca,2017
indie pop,pop rap,10,1665966.111111111,ca,2017
electro house,urban contemporary,10,2275723.125,ca,2017
dance,urban contemporary,10,1788906.125,ca,2017
pop rock,rap,10,4136602.125,ca,2017
pop,pop rock,10,2458403.8,ca,2017
electro,other,10,2941602.333333333,ca,2017
other,tropical house,10,2931940.4444444445,ca,2017
pop,reggaeton,10,7585417.0,ca,2017
other,pop rap,9,1764108.333333333,ca,2017
soul,urban contemporary,9,3065302.8888888885,ca,2017
r&b,soul,9,1678655.666666667,ca,2017
county rock,pop,9,2915529.7142857136,ca,2017
pop rap,pop rock,9,4288003.0,ca,2017
indie rock,pop,9,2231032.714285714,ca,2017
indietronica,tropical house,9,974836.875,ca,2017
pop,tropical,9,8774271.857142856,ca,2017
latin,tropical,9,14259909.75,ca,2017
dancehall,pop rap,8,3081628.1428571427,ca,2017
afropop,pop,8,3573096.833333333,ca,2017
azonto,pop,8,3573096.833333333,ca,2017
dance pop,moombahton,8,4754388.0,ca,2017
house,urban contemporary,8,793435.8333333335,ca,2017
deep pop r&b,pop rap,8,326806.2,ca,2017
deep pop r&b,trap,8,326806.2,ca,2017
deep pop r&b,hip hop,8,326806.2,ca,2017
dance pop,other,8,2754397.714285714,ca,2017
electro house,house,8,2090569.571428572,ca,2017
electro,indietronica,8,501151.16666666674,ca,2017
country,dance pop,8,2942230.833333333,ca,2017
hip hop,pop rock,8,3765819.0,ca,2017
indie,pop,8,1001458.25,ca,2017
dance pop,dancehall,8,4102870.6,ca,2017
dance,electropop,8,4761332.25,ca,2017
hip hop,indie rock,8,814070.5,ca,2017
afropop,pop rap,7,3573096.833333333,ca,2017
azonto,pop rap,7,3573096.833333333,ca,2017
indie pop rap,rap,7,2866968.8,ca,2017
indie pop,rap,7,1759331.0,ca,2017
dubstep,pop,7,4093798.666666666,ca,2017
soul,tropical house,7,3446095.8571428573,ca,2017
country pop,pop,7,3484501.2,ca,2017
latin,latin,7,12126687.6,ca,2017
latin,reggaeton,7,12126687.6,ca,2017
dance pop,latin,7,2574989.166666666,ca,2017
electro,indie,7,1170852.142857143,ca,2017
indie,tropical house,7,1170852.142857143,ca,2017
dance,electro,7,3365150.8,ca,2017
indie rock,rap,7,1042025.6,ca,2017
indie rock,pop rap,7,1200560.5,ca,2017
dancehall,hip hop,6,3242302.833333333,ca,2017
indie pop rap,pop rap,6,2831412.75,ca,2017
hip hop,indie pop,6,1035785.8,ca,2017
adult standards,lounge,6,658035.0,ca,2017
deep pop r&b,rap,6,326806.2,ca,2017
house,other,6,1991404.666666667,ca,2017
electropop,pop rock,6,1805868.0,ca,2017
pop,reggae,6,1430739.0,ca,2017
electro,soul,6,3795611.333333334,ca,2017
electro house,indie,6,1223148.666666667,ca,2017
country pop,dance pop,6,4296387.5,ca,2017
county rock,dance pop,6,4296387.5,ca,2017
dance pop,indie,6,1114025.166666667,ca,2017
dancehall,tropical house,6,4102870.6,ca,2017
pop rock,trap,6,3458857.5,ca,2017
funk,pop,6,11375416.0,ca,2017
rock,trap,6,2482573.0,ca,2017
afropop,hip hop,5,3854714.2,ca,2017
azonto,hip hop,5,3854714.2,ca,2017
deep pop r&b,pop,5,2160173.8,ca,2017
hip hop,other,5,2103868.8,ca,2017
dubstep,r&b,5,3347692.0,ca,2017
electro house,other,5,3472427.8,ca,2017
pop,techno,5,6943260.8,ca,2017
electro house,soul,5,4527200.2,ca,2017
house,soul,5,4546429.0,ca,2017
dance pop,indie rock,5,3690971.0,ca,2017
hip hop,latin,5,14259909.75,ca,2017
dance pop,reggaeton,5,2735207.0,ca,2017
electropop,soul,5,1251545.8,ca,2017
indie,rap,5,1949441.0,ca,2017
dancehall,electro,5,4102870.6,ca,2017
indie pop,trap,5,1086594.75,ca,2017
other,r&b,4,2342190.75,ca,2017
afropop,rap,4,4716851.5,ca,2017
dancehall,rap,4,4716851.5,ca,2017
azonto,rap,4,4716851.5,ca,2017
dance pop,indie pop rap,4,1133599.75,ca,2017
electropop,indie pop rap,4,1059548.25,ca,2017
country,country,4,2292400.5,ca,2017
urban contemporary,urban contemporary,4,5089768.25,ca,2017
adult standards,adult standards,4,658035.0,ca,2017
adult standards,easy listening,4,658035.0,ca,2017
deep pop r&b,electro,4,3602842.0,ca,2017
other,trap,4,2594338.75,ca,2017
pop,trance,4,424484.75,ca,2017
electro,indie rock,4,2501611.5,ca,2017
indie rock,tropical house,4,2501611.5,ca,2017
dance pop,pop rock,4,2039215.75,ca,2017
dance pop,techno,4,8503412.0,ca,2017
indie pop,r&b,4,388611.25,ca,2017
indietronica,rap,4,2146301.0,ca,2017
reggaeton,tropical,4,14259909.75,ca,2017
dance pop,tropical,4,1788536.5,ca,2017
hip hop,indie,4,1949441.0,ca,2017
electro house,electro house,4,864802.25,ca,2017
dance,electro house,4,1337256.5,ca,2017
moombahton,pop rap,4,7094170.333333332,ca,2017
moombahton,rap,4,7094170.333333332,ca,2017
hip hop,moombahton,4,7094170.333333332,ca,2017
electro house,indietronica,4,529882.0,ca,2017
house,indietronica,4,529882.0,ca,2017
dance pop,indietronica,4,815063.75,ca,2017
electro,pop rock,4,2184752.25,ca,2017
pop rock,tropical house,4,1668771.5,ca,2017
indie rock,trap,4,1311954.0,ca,2017
hip hop,indietronica,4,772264.0,ca,2017
dance pop,funk,4,10621108.333333334,ca,2017
indie pop,indie pop rap,3,1056449.333333333,ca,2017
indie pop,moombahton,3,3277731.666666666,ca,2017
moombahton,tropical house,3,3277731.666666666,ca,2017
electropop,moombahton,3,3277731.666666666,ca,2017
country,county rock,3,1538484.333333333,ca,2017
adult standards,other,3,653763.3333333335,ca,2017
adult standards,swing,3,468924.33333333326,ca,2017
lounge,other,3,653763.3333333335,ca,2017
lounge,swing,3,468924.33333333326,ca,2017
easy listening,other,3,653763.3333333335,ca,2017
easy listening,lounge,3,468924.33333333326,ca,2017
deep pop r&b,tropical house,3,3223650.666666666,ca,2017
dance pop,deep pop r&b,3,3223650.666666666,ca,2017
house,house,3,3747747.666666666,ca,2017
electropop,techno,3,10320167.0,ca,2017
dance,soul,3,7217480.666666668,ca,2017
electro house,pop rock,3,1876620.666666667,ca,2017
grime,rap,3,2792344.333333333,ca,2017
grime,pop rap,3,2792344.333333333,ca,2017
grime,hip hop,3,2792344.333333333,ca,2017
indie r&b,rap,3,1044867.3333333336,ca,2017
hip hop,indie r&b,3,1044867.3333333336,ca,2017
country,tropical house,3,3118674.333333333,ca,2017
country pop,tropical house,3,3118674.333333333,ca,2017
county rock,tropical house,3,3118674.333333333,ca,2017
tropical,tropical,3,18884179.33333333,ca,2017
hip hop,tropical,3,18884179.33333333,ca,2017
electropop,indietronica,3,1643864.333333333,ca,2017
house,indie,3,569676.6666666665,ca,2017
indie,pop rap,3,1949441.0,ca,2017
dubstep,hip hop,3,363877.0,ca,2017
